Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Mileage(km/L),Engine(CC),Power(bhp),Brand,Country,Continent,Price_Cat,City_population,Name
Mumbai,68983.2,2015,41000,Diesel,Automatic,First,5.0,15.3,2993.0,258.0,BMW,Germany,Europe,c5,20961,BMW X5 xDrive 30d
Coimbatore,51599.43,2017,23550,Diesel,Automatic,First,5.0,19.27,2143.0,167.62,Mercedes-Benz,Germany,Europe,c5,2935,Mercedes-Benz New C-Class C 220 CDI Style
Bangalore,5595.3,2012,45000,Petrol,Manual,Second,5.0,19.4,1198.0,86.8,Honda,Japan,Asia,c2,13193,Honda Brio V MT
Delhi,4215.64,2013,60000,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,32066,Hyundai i10 Magna 1.2
Bangalore,65150.8,2016,44414,Diesel,Automatic,First,5.0,17.9,2143.0,170.0,Mercedes-Benz,Germany,Europe,c5,13193,Mercedes-Benz GLC 220
Kolkata,9964.24,2019,1000,Petrol,Manual,First,5.0,18.9,1197.0,81.86,Hyundai,Korea,Asia,c3,15134,Hyundai Grand i10 1.2 Kappa Asta
Mumbai,29126.24,2012,62500,Diesel,Automatic,Second,5.0,17.68,1968.0,174.33,Audi,Germany,Europe,c4,20961,Audi A6 2011-2015 2.0 TDI Premium Plus
Mumbai,6821.67,2013,21000,Petrol,Automatic,Second,5.0,14.4,1598.0,103.6,Volkswagen,Germany,Europe,c2,20961,Volkswagen Vento Petrol Highline AT
Jaipur,35258.08,2017,8525,Diesel,Automatic,Second,5.0,16.6,1998.0,112.0,Mini,Germany,Europe,c5,4107,Mini Countryman Cooper D
Bangalore,12800.22,2014,29000,Diesel,Manual,First,5.0,22.54,1396.0,88.73,Hyundai,Korea,Asia,c3,13193,Hyundai i20 Asta 1.4 CRDi
Mumbai,35181.43,2014,40000,Diesel,Automatic,First,5.0,17.68,1968.0,174.33,Audi,Germany,Europe,c5,20961,Audi A6 2011-2015 2.0 TDI Premium Plus
Jaipur,2299.44,2012,88000,Diesel,Manual,First,5.0,25.44,936.0,57.6,Chevrolet,USA,America,c1,4107,Chevrolet Beat Diesel LT
Kochi,10562.09,2012,53537,Petrol,Automatic,First,5.0,13.7,1798.0,157.75,Skoda,Germany,Europe,c3,3301,Skoda Superb Elegance 1.8 TSI AT
Chennai,2222.79,2006,216000,Diesel,Manual,Second,5.0,17.8,1399.0,68.0,Ford,USA,America,c1,11503,Ford Fiesta 1.4 TDCi EXI Limited Edition
Hyderabad,51354.16,2014,51000,Diesel,Automatic,First,5.0,22.48,1995.0,190.0,BMW,Germany,Europe,c5,10534,BMW 5 Series 520d Luxury Line
Jaipur,1916.2,2007,118500,Petrol,Manual,First,5.0,12.9,1598.0,102.5,Chevrolet,USA,America,c1,4107,Chevrolet Optra Magnum 1.6 LS BS3
Hyderabad,6438.43,2012,63000,Diesel,Manual,First,5.0,22.07,1199.0,73.9,Volkswagen,Germany,Europe,c2,10534,Volkswagen Polo Diesel Highline 1.2L
Mumbai,10347.48,2015,25000,Diesel,Manual,First,8.0,19.98,1461.0,108.5,Renault,France,Europe,c3,20961,Renault Lodgy 110PS RxZ 8 Seater
Bangalore,49054.72,2014,37382,Diesel,Automatic,First,5.0,13.0,2143.0,201.1,Mercedes-Benz,Germany,Europe,c5,13193,Mercedes-Benz E-Class E250 CDI Avantgrade
Kochi,11497.2,2017,24773,Petrol,Manual,First,5.0,21.4,1197.0,83.1,Maruti,India,Asia,c3,3301,Maruti Baleno Alpha
Delhi,7051.62,2012,62000,Diesel,Manual,First,5.0,22.32,1582.0,126.32,Hyundai,Korea,Asia,c2,32066,Hyundai Verna 1.6 SX
Kochi,6193.16,2017,52340,Petrol,Manual,First,5.0,19.81,1086.0,68.05,Hyundai,Korea,Asia,c2,3301,Hyundai i10 Magna 1.1
Kochi,15804.82,2016,56739,Diesel,Manual,First,7.0,15.4,1997.0,120.0,Mahindra,India,Asia,c3,3301,Mahindra Scorpio 1.99 S10 4WD
Coimbatore,85477.85,2018,36091,Diesel,Automatic,First,5.0,12.7,2179.0,187.7,Land-Rover,India,Asia,c5,2935,Land Rover Range Rover 2.2L Dynamic
Chennai,3985.7,2010,120000,Diesel,Manual,First,5.0,20.0,1399.0,68.0,Ford,USA,America,c1,11503,Ford Figo Diesel ZXI
Mumbai,13030.16,2016,33000,Diesel,Manual,First,7.0,25.47,1248.0,88.5,Maruti,India,Asia,c3,20961,Maruti Ertiga ZDI
Ahmedabad,4522.23,2007,60006,Petrol,Manual,First,5.0,17.8,1493.0,100.0,Honda,Japan,Asia,c1,8450,Honda City 1.5 GXI
Kolkata,5365.36,2014,52000,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c1,15134,Honda Amaze S i-Dtech
Jaipur,5442.01,2015,43571,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c2,4107,Hyundai i10 Magna
Kolkata,4982.12,2013,50000,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c1,15134,Honda Amaze S i-Dtech
Hyderabad,6898.32,2008,113000,Diesel,Manual,First,5.0,17.5,1896.0,106.0,Skoda,Germany,Europe,c2,10534,Skoda Laura Ambiente
Delhi,8201.34,2014,90000,Diesel,Manual,First,5.0,19.87,1461.0,83.8,Renault,France,Europe,c2,32066,Renault Duster 85PS Diesel RxL
Chennai,9964.24,2017,29000,Diesel,Manual,Second,7.0,17.45,1493.0,100.0,Mahindra,India,Asia,c3,11503,Mahindra NuvoSport N6
Mumbai,13796.64,2016,20000,Diesel,Manual,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c3,20961,Maruti Vitara Brezza ZDi Plus Dual Tone
Kochi,9197.76,2016,61012,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c3,3301,Hyundai i20 Asta Option 1.2
Jaipur,4215.64,2009,87459,Petrol,Manual,First,5.0,14.7,1390.0,85.0,Skoda,Germany,Europe,c1,4107,Skoda Fabia 1.4 MPI Ambiente
Pune,2299.44,2010,70500,Petrol,Manual,First,5.0,15.64,1193.0,64.1,Tata,India,Asia,c1,6987,Tata Indigo eCS GLX
Delhi,30505.9,2015,64103,Diesel,Automatic,First,5.0,15.73,1968.0,174.33,Audi,Germany,Europe,c4,32066,Audi Q3 2012-2015 35 TDI Quattro Premium Plus
Mumbai,15329.6,2014,76000,Petrol,Automatic,First,5.0,14.7,1798.0,177.5,Skoda,Germany,Europe,c3,20961,Skoda Octavia Elegance 1.8 TSI AT
Delhi,4598.88,2014,104000,Diesel,Manual,First,5.0,23.59,1364.0,67.06,Toyota,Japan,Asia,c1,32066,Toyota Etios Liva GD SP
Kolkata,3234.55,2010,42001,Petrol,Manual,First,5.0,16.1,1298.0,87.0,Maruti,India,Asia,c1,15134,Maruti Swift 1.3 VXi
Kochi,18334.2,2014,37245,Petrol,Automatic,First,5.0,14.8,1595.0,120.7,Mercedes-Benz,Germany,Europe,c4,3301,Mercedes-Benz B Class B180
Kolkata,4982.12,2013,45000,Diesel,Manual,First,5.0,27.4,1498.0,98.6,Honda,Japan,Asia,c1,15134,Honda Amaze S Diesel
Jaipur,7281.56,2012,117837,Diesel,Manual,Second,5.0,22.32,1582.0,126.32,Hyundai,Korea,Asia,c2,4107,Hyundai Verna 1.6 SX
Mumbai,9121.11,2014,30000,Diesel,Manual,First,5.0,20.46,1461.0,83.8,Renault,France,Europe,c3,20961,Renault Duster 85PS Diesel RxL Optional
Delhi,12493.62,2015,27057,Petrol,Manual,Second,5.0,15.29,1591.0,121.3,Hyundai,Korea,Asia,c3,32066,Hyundai Creta 1.6 VTVT S
Mumbai,6469.09,2016,8500,Petrol,Automatic,First,5.0,20.51,998.0,67.0,Maruti,India,Asia,c2,20961,Maruti Wagon R AMT VXI
Kolkata,16096.08,2010,30500,Petrol,Automatic,First,5.0,11.74,1796.0,186.0,Mercedes-Benz,Germany,Europe,c4,15134,Mercedes-Benz New C-Class C250 Avantgarde
Delhi,68983.2,2012,56000,Diesel,Automatic,First,5.0,11.8,2967.0,246.7,Audi,Germany,Europe,c5,32066,Audi A8 L 3.0 TDI quattro
Pune,4445.58,2012,44000,Petrol,Manual,Second,5.0,19.81,1086.0,68.05,Hyundai,Korea,Asia,c1,6987,Hyundai i10 Magna 1.1
Mumbai,13643.34,2017,10500,Petrol,Automatic,First,5.0,14.3,1598.0,103.52,Skoda,Germany,Europe,c3,20961,Skoda Rapid 1.6 MPI AT Style Black Package
Hyderabad,39856.96,2017,26000,Petrol,Automatic,First,5.0,14.67,1798.0,177.46,Skoda,Germany,Europe,c5,10534,Skoda Superb Style 1.8 TSI AT
Coimbatore,12600.93,2018,25166,Petrol,Manual,First,5.0,17.19,1197.0,81.86,Hyundai,Korea,Asia,c3,2935,Hyundai i20 Active 1.2 SX
Kolkata,5365.36,2014,64000,Diesel,Manual,Second,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c1,15134,Honda Amaze VX i-DTEC
Chennai,1916.2,2004,61000,Petrol,Manual,Second,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,11503,Maruti Wagon R LXI
Hyderabad,5671.95,2013,107000,Diesel,Manual,First,5.0,21.03,1461.0,65.0,Mahindra,India,Asia,c2,10534,Mahindra Verito 1.5 D4 BSIV
Coimbatore,60413.95,2018,29161,Diesel,Automatic,First,5.0,19.27,2143.0,167.62,Mercedes-Benz,Germany,Europe,c5,2935,Mercedes-Benz New C-Class C 220d Avantgarde Edition C
Kolkata,4062.34,2013,32000,Petrol,Manual,First,5.0,22.5,998.0,67.04,Maruti,India,Asia,c1,15134,Maruti Wagon R VXI
Coimbatore,13674.0,2015,46173,Diesel,Manual,Second,5.0,19.01,1461.0,108.5,Nissan,Japan,Asia,c3,2935,Nissan Terrano XV Premium 110 PS Anniversary Edition
Delhi,6285.14,2013,47000,Diesel,Manual,First,5.0,17.8,1248.0,74.0,Maruti,India,Asia,c2,32066,Maruti Swift VDI BSIV
Kochi,54680.68,2017,26327,Petrol,Automatic,First,4.0,16.82,1998.0,189.08,Mini,Germany,Europe,c5,3301,Mini Cooper Convertible S
Bangalore,5518.66,2015,70436,Diesel,Manual,First,5.0,25.5,1498.0,99.0,Ford,USA,America,c2,13193,Ford Figo Diesel
Jaipur,1303.02,2007,200000,Diesel,Manual,Second,5.0,17.2,1396.0,53.5,Tata,India,Asia,c1,4107,Tata Indica V2 DLS BSII
Kochi,5089.43,2016,60813,Petrol,Manual,Second,5.0,18.6,1199.0,76.8,Chevrolet,USA,America,c1,3301,Chevrolet Beat LT
Mumbai,5518.66,2012,45000,Diesel,Manual,First,5.0,22.07,1199.0,73.9,Volkswagen,Germany,Europe,c2,20961,Volkswagen Polo Diesel Comfortline 1.2L
Hyderabad,10424.13,2016,64000,Diesel,Manual,First,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c3,10534,Maruti Swift ZDi
Kolkata,3832.4,2012,41284,Diesel,Manual,First,5.0,20.0,1399.0,68.05,Ford,USA,America,c1,15134,Ford Figo Diesel EXI
Kochi,30107.33,2019,14165,Diesel,Automatic,First,7.0,11.36,2755.0,171.5,Toyota,Japan,Asia,c4,3301,Toyota Innova Crysta 2.8 GX AT
Mumbai,10730.72,2011,67000,Diesel,Automatic,Second,7.0,11.72,2199.0,194.3,Hyundai,Korea,Asia,c3,20961,Hyundai Santa Fe 4x4 AT
Kolkata,5932.56,2011,32572,Petrol,Manual,First,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c2,15134,Honda City i-VTEC V
Kochi,9611.66,2018,14960,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c3,3301,Hyundai i20 1.2 Magna Executive
Kochi,27777.24,2015,55980,Diesel,Automatic,First,5.0,19.27,2143.0,167.62,Mercedes-Benz,Germany,Europe,c4,3301,Mercedes-Benz New C-Class C 220d Avantgarde Edition C
Mumbai,4062.34,2013,74000,Diesel,Manual,First,5.0,25.44,936.0,57.6,Chevrolet,USA,America,c1,20961,Chevrolet Beat Diesel LT
Kochi,11037.31,2015,56847,Diesel,Manual,First,5.0,22.54,1396.0,88.73,Hyundai,Korea,Asia,c3,3301,Hyundai i20 Sportz 1.4 CRDi
Coimbatore,21921.33,2015,121374,Diesel,Manual,First,7.0,12.99,2494.0,100.6,Toyota,Japan,Asia,c4,2935,Toyota Innova 2.5 Z Diesel 7 Seater
Chennai,10577.42,2013,52000,Diesel,Manual,First,7.0,20.77,1248.0,88.76,Maruti,India,Asia,c3,11503,Maruti Ertiga VDI
Mumbai,16479.32,2014,118000,Diesel,Manual,First,7.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c4,20961,Toyota Innova 2.5 V Diesel 7-seater
Mumbai,1456.31,2007,72000,Petrol,Manual,Third,5.0,17.0,1086.0,63.0,Hyundai,Korea,Asia,c1,20961,Hyundai Santro Xing XO eRLX Euro II
Kochi,12401.65,2016,33915,Petrol,Manual,First,5.0,17.8,1497.0,117.3,Honda,Japan,Asia,c3,3301,Honda City i VTEC V
Ahmedabad,28359.76,2014,82002,Diesel,Automatic,First,5.0,17.05,1995.0,184.0,BMW,Germany,Europe,c4,8450,BMW X1 sDrive20d
Mumbai,7281.56,2017,33000,Diesel,Manual,First,5.0,24.0,1120.0,70.0,Hyundai,Korea,Asia,c2,20961,Hyundai Grand i10 CRDi Era
Chennai,12953.51,2016,34000,Diesel,Manual,First,5.0,28.09,1248.0,88.5,Maruti,India,Asia,c3,11503,Maruti Ciaz 1.3 Alpha
Kolkata,5365.36,2012,55000,Diesel,Manual,First,5.0,20.5,1598.0,103.6,Skoda,Germany,Europe,c1,15134,Skoda Rapid Leisure 1.6 TDI MT
Kochi,2759.33,2006,160538,Diesel,Manual,First,5.0,13.1,1493.0,82.0,Hyundai,Korea,Asia,c1,3301,Hyundai Accent CRDi
Jaipur,5671.95,2014,60000,Diesel,Manual,Second,5.0,19.91,1498.0,103.6,Volkswagen,Germany,Europe,c2,4107,Volkswagen Polo GT 1.5 TDI
Coimbatore,10991.32,2017,49575,Petrol,Manual,First,5.0,18.7,1199.0,88.7,Honda,Japan,Asia,c3,2935,Honda Jazz 1.2 VX i VTEC
Jaipur,2682.68,2010,83000,Petrol,Manual,First,5.0,19.81,1086.0,68.05,Hyundai,Korea,Asia,c1,4107,Hyundai i10 Era
Kochi,33709.79,2018,51346,Diesel,Automatic,First,5.0,16.38,1995.0,183.0,Hyundai,Korea,Asia,c5,3301,Hyundai Tucson 2.0 e-VGT 2WD AT GLS
Pune,28589.7,2017,43000,Diesel,Manual,First,7.0,13.68,2393.0,147.8,Toyota,Japan,Asia,c4,6987,Toyota Innova Crysta 2.4 ZX MT
Jaipur,2835.98,2011,35000,Petrol,Manual,Third,5.0,19.7,796.0,35.0,Maruti,India,Asia,c1,4107,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER
Coimbatore,9121.11,2017,27872,Petrol,Manual,Second,5.0,20.4,1197.0,81.8,Maruti,India,Asia,c3,2935,Maruti Swift VXI BSIV
Mumbai,5748.6,2014,16514,Petrol,Manual,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,20961,Hyundai Grand i10 Magna
Pune,5748.6,2012,120000,Diesel,Manual,First,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c2,6987,Maruti Swift VDI
Hyderabad,3985.7,2008,143275,Diesel,Manual,First,5.0,22.0,1582.0,126.2,Hyundai,Korea,Asia,c1,10534,Hyundai Verna CRDi 1.6 SX
Hyderabad,2682.68,2006,99000,Petrol,Manual,First,5.0,12.8,1086.0,63.0,Hyundai,Korea,Asia,c1,10534,Hyundai Santro Xing XL
Mumbai,4292.29,2010,52000,Petrol,Manual,First,5.0,17.0,1197.0,80.0,Hyundai,Korea,Asia,c1,20961,Hyundai i20 1.2 Sportz
Coimbatore,93955.12,2017,29819,Diesel,Automatic,First,5.0,11.57,2987.0,254.79,Mercedes-Benz,Germany,Europe,c5,2935,Mercedes-Benz GLE 350d
Bangalore,27593.28,2014,57000,Diesel,Manual,Second,5.0,15.8,2148.0,170.0,Mercedes-Benz,Germany,Europe,c4,13193,Mercedes-Benz New C-Class C 220 CDI CLASSIC
Hyderabad,6668.38,2014,88500,Diesel,Manual,First,5.0,23.2,1248.0,73.94,Maruti,India,Asia,c2,10534,Maruti Ritz ZDi
Bangalore,21078.2,2016,28000,Diesel,Manual,First,5.0,19.67,1582.0,126.2,Hyundai,Korea,Asia,c4,13193,Hyundai Creta 1.6 CRDi SX
Pune,3065.92,2010,67000,Petrol,Manual,First,5.0,19.0,998.0,66.1,Maruti,India,Asia,c1,6987,Maruti A-Star Vxi
Delhi,15329.6,2016,26000,Diesel,Manual,First,5.0,19.64,1461.0,108.45,Renault,France,Europe,c3,32066,Renault Duster 110PS Diesel RXZ Option
Delhi,2529.38,2010,120000,Diesel,Manual,First,5.0,17.8,1248.0,76.0,Fiat,Italy,Europe,c1,32066,Fiat Grande Punto 1.3 Emotion Pack (Diesel)
Coimbatore,70163.58,2017,51982,Diesel,Automatic,First,5.0,16.55,2993.0,258.0,BMW,Germany,Europe,c5,2935,BMW X3 xDrive30d M Sport
Bangalore,4982.12,2010,36000,Petrol,Manual,Second,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,13193,Hyundai i10 Sportz
Pune,19621.89,2016,47000,Diesel,Manual,First,7.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c4,6987,Toyota Innova 2.5 G4 Diesel 7-seater
Mumbai,843.13,2002,60000,Petrol,Manual,Third,5.0,17.3,993.0,60.0,Maruti,India,Asia,c1,20961,Maruti Zen VXI BSII
Hyderabad,10960.66,2018,31025,Diesel,Manual,First,5.0,28.4,1248.0,74.0,Maruti,India,Asia,c3,10534,Maruti Swift VDI
Pune,10730.72,2013,105000,Diesel,Manual,Second,8.0,12.05,2179.0,120.0,Mahindra,India,Asia,c3,6987,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV
Pune,5748.6,2017,121900,Diesel,Manual,First,5.0,22.95,1248.0,74.0,Tata,India,Asia,c2,6987,Tata Zest Quadrajet 1.3 75PS XE
Mumbai,13030.16,2017,22695,Petrol,Manual,First,5.0,18.88,999.0,123.24,Ford,USA,America,c3,20961,Ford EcoSport 1.0 Ecoboost Titanium Plus
Jaipur,6668.38,2012,73000,Diesel,Manual,First,5.0,23.4,1248.0,74.0,Maruti,India,Asia,c2,4107,Maruti Swift Dzire ZDI
Kochi,4997.45,2016,32227,Petrol,Manual,First,5.0,22.74,796.0,47.3,Maruti,India,Asia,c1,3301,Maruti Alto 800 LXI
Jaipur,6453.76,2011,55000,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c2,4107,Honda City 1.5 S MT
Kochi,107859.07,2018,11287,Diesel,Automatic,First,7.0,12.07,2967.0,241.4,Audi,Germany,Europe,c5,3301,Audi Q7 3.0 TDI Quattro Technology
Mumbai,4522.23,2009,48000,Diesel,Automatic,Second,5.0,17.0,1896.0,105.0,Skoda,Germany,Europe,c1,20961,Skoda Laura 1.9 TDI AT Ambiente
Kochi,6561.07,2012,54308,Petrol,Manual,First,5.0,17.1,1591.0,121.3,Hyundai,Korea,Asia,c2,3301,Hyundai Verna 1.6 SX VTVT (O)
Jaipur,5472.67,2009,78442,Petrol,Automatic,First,5.0,16.8,1497.0,118.0,Honda,Japan,Asia,c2,4107,Honda City 1.5 V AT
Kolkata,4767.51,2013,46000,Diesel,Manual,First,5.0,21.9,1396.0,88.8,Hyundai,Korea,Asia,c1,15134,Hyundai i20 Magna Optional 1.4 CRDi
Coimbatore,9136.44,2014,45051,Petrol,Automatic,First,5.0,15.0,1396.0,98.6,Hyundai,Korea,Asia,c3,2935,Hyundai i20 Sportz AT 1.4
Hyderabad,7204.91,2011,69000,Diesel,Manual,First,5.0,20.54,1598.0,103.6,Volkswagen,Germany,Europe,c2,10534,Volkswagen Vento Diesel Highline
Ahmedabad,10577.42,2014,49000,Petrol,Manual,First,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c3,8450,Honda City i VTEC VX
Pune,8048.04,2018,45000,Diesel,Manual,First,5.0,22.95,1248.0,74.0,Tata,India,Asia,c2,6987,Tata Zest Quadrajet 1.3 75PS XE
Pune,42922.88,2015,64000,Diesel,Automatic,First,5.0,18.48,1995.0,177.0,BMW,Germany,Europe,c5,6987,BMW 5 Series 2003-2012 520d
Delhi,2069.5,2009,60000,Petrol,Manual,First,5.0,18.9,1061.0,67.0,Maruti,India,Asia,c1,32066,Maruti Wagon R LXI Minor
Delhi,7434.86,2015,62178,Petrol,Manual,First,5.0,18.2,1199.0,88.7,Honda,Japan,Asia,c2,32066,Honda Jazz VX
Coimbatore,10270.83,2012,58006,Diesel,Manual,First,5.0,15.0,1896.0,105.0,Volkswagen,Germany,Europe,c3,2935,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline
Hyderabad,4752.18,2010,74000,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,10534,Hyundai i10 Magna 1.2
Kochi,28574.37,2015,77771,Diesel,Automatic,First,5.0,19.27,2143.0,170.0,Mercedes-Benz,Germany,Europe,c4,3301,Mercedes-Benz New C-Class C 220 CDI Avantgarde
Pune,4292.29,2012,45275,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,6987,Hyundai i10 Magna 1.2 iTech SE
Chennai,31042.44,2016,48000,Diesel,Manual,First,7.0,13.68,2393.0,147.8,Toyota,Japan,Asia,c4,11503,Toyota Innova Crysta 2.4 ZX MT
Kochi,41052.67,2015,31652,Diesel,Automatic,First,5.0,17.68,1968.0,174.33,Audi,Germany,Europe,c5,3301,Audi A6 2011-2015 2.0 TDI Technology
Hyderabad,12662.25,2010,109000,Diesel,Manual,Second,7.0,12.99,2494.0,100.6,Toyota,Japan,Asia,c3,10534,Toyota Innova 2.5 VX (Diesel) 7 Seater
Mumbai,5963.21,2015,31978,Petrol,Manual,First,5.0,16.47,1198.0,73.9,Volkswagen,Germany,Europe,c2,20961,Volkswagen Polo Petrol Trendline 1.2L
Hyderabad,3219.22,2011,70000,Petrol,Manual,First,5.0,20.92,998.0,67.1,Maruti,India,Asia,c1,10534,Maruti Alto K10 LXI
Mumbai,19453.26,2017,15000,Petrol,Automatic,First,5.0,18.0,1497.0,117.3,Honda,Japan,Asia,c4,20961,Honda City i-VTEC CVT ZX
Coimbatore,3955.04,2013,59138,Diesel,Manual,First,5.0,17.0,1405.0,70.0,Tata,India,Asia,c1,2935,Tata Indigo LX
Kochi,31839.58,2014,61726,Diesel,Automatic,First,5.0,17.68,1968.0,174.33,Audi,Germany,Europe,c5,3301,Audi A6 2011-2015 2.0 TDI Premium Plus
Delhi,31057.77,2015,48000,Diesel,Automatic,First,5.0,17.9,2143.0,136.0,Mercedes-Benz,Germany,Europe,c4,32066,Mercedes-Benz GLA Class 200 CDI SPORT
Chennai,2299.44,2006,58000,Petrol,Manual,Second,5.0,12.8,1086.0,63.0,Hyundai,Korea,Asia,c1,11503,Hyundai Santro Xing XL
Kolkata,3832.4,2011,60020,Diesel,Manual,First,5.0,17.8,1248.0,74.0,Maruti,India,Asia,c1,15134,Maruti Swift VDI BSIV
Hyderabad,6515.08,2014,77815,Petrol,Automatic,First,5.0,23.1,998.0,67.04,Maruti,India,Asia,c2,10534,Maruti Celerio VXI AT
Hyderabad,87378.72,2017,29000,Diesel,Automatic,First,5.0,17.9,2143.0,201.15,Mercedes-Benz,Germany,Europe,c5,10534,Mercedes-Benz GLE 250d
Delhi,67450.24,2017,44000,Diesel,Automatic,First,5.0,12.7,2179.0,187.7,Land-Rover,India,Asia,c5,32066,Land Rover Range Rover HSE Dynamic
Hyderabad,5595.3,2011,108626,Diesel,Manual,First,5.0,20.54,1598.0,103.6,Volkswagen,Germany,Europe,c2,10534,Volkswagen Vento Diesel Trendline
Hyderabad,3142.57,2012,71791,Petrol,Manual,First,5.0,14.0,796.0,35.0,Maruti,India,Asia,c1,10534,Maruti Omni 8 Seater BSIV
Kochi,4798.16,2012,91931,Petrol,Manual,First,5.0,18.5,1198.0,86.8,Honda,Japan,Asia,c1,3301,Honda Brio 1.2 VX MT
Hyderabad,2299.44,2000,158000,Diesel,Manual,Second,7.0,14.07,2956.0,83.1,Tata,India,Asia,c1,10534,Tata Sumo Delux
Pune,4368.94,2012,91183,Diesel,Manual,First,5.0,18.0,1248.0,75.0,Tata,India,Asia,c1,6987,Tata Indica Vista Aura 1.3 Quadrajet
Delhi,4062.34,2012,65000,Petrol,Manual,First,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,32066,Maruti Wagon R LXI BS IV
Hyderabad,16249.38,2015,88428,Diesel,Manual,First,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c4,10534,Mahindra XUV500 W8 4WD
Pune,1916.2,2008,138000,Diesel,Manual,Second,5.0,17.1,1396.0,70.0,Tata,India,Asia,c1,6987,Tata Indigo LS Dicor
Mumbai,12646.92,2018,18000,Petrol,Manual,First,7.0,16.02,1373.0,93.7,Maruti,India,Asia,c3,20961,Maruti Ertiga Paseo VXI
Mumbai,6821.67,2011,60000,Petrol,Automatic,First,5.0,11.7,2354.0,177.6,Honda,Japan,Asia,c2,20961,Honda Accord 2.4 A/T
Kolkata,5671.95,2012,48000,Diesel,Manual,First,5.0,19.3,1248.0,73.9,Maruti,India,Asia,c2,15134,Maruti Swift Dzire VDi
Hyderabad,4292.29,2009,160000,Diesel,Manual,First,5.0,17.8,1399.0,68.0,Ford,USA,America,c1,10534,Ford Fiesta EXi 1.4 TDCi Ltd
Kolkata,2759.33,2008,40000,Petrol,Manual,First,5.0,17.7,1497.0,78.0,Honda,Japan,Asia,c1,15134,Honda City ZX GXi
Kochi,33648.47,2014,51495,Diesel,Automatic,First,5.0,17.68,1968.0,174.33,Audi,Germany,Europe,c5,3301,Audi A6 2011-2015 2.0 TDI Premium Plus
Mumbai,75115.04,2011,30000,Diesel,Automatic,First,4.0,9.52,2993.0,313.0,BMW,Germany,Europe,c5,20961,BMW 6 Series 640d Gran Coupe
Coimbatore,96070.6,2017,97430,Diesel,Automatic,First,7.0,14.75,2967.0,245.0,Audi,Germany,Europe,c5,2935,Audi Q7 45 TDI Quattro Technology
Pune,2146.14,2008,42496,CNG,Manual,First,5.0,26.3,998.0,67.1,Maruti,India,Asia,c1,6987,Maruti Zen Estilo LXI Green (CNG)
Pune,8431.28,2012,83000,Diesel,Manual,First,5.0,23.0,1396.0,90.0,Hyundai,Korea,Asia,c2,6987,Hyundai i20 1.4 CRDi Asta
Bangalore,4522.23,2009,37000,Petrol,Automatic,Third,5.0,16.95,1197.0,78.9,Hyundai,Korea,Asia,c1,13193,Hyundai i10 Sportz AT
Kochi,10516.11,2016,28503,Petrol,Automatic,First,5.0,19.0,1199.0,88.7,Honda,Japan,Asia,c3,3301,Honda Jazz 1.2 V CVT i VTEC
Hyderabad,9427.7,2015,76496,Diesel,Manual,First,5.0,25.2,1248.0,74.0,Maruti,India,Asia,c3,10534,Maruti Swift VDI BSIV
Pune,5058.77,2011,79152,Petrol,Manual,Second,5.0,18.5,1197.0,82.85,Hyundai,Korea,Asia,c1,6987,Hyundai i20 Asta 1.2
Kolkata,3909.05,2011,32000,Petrol,Manual,First,5.0,16.47,1198.0,73.9,Volkswagen,Germany,Europe,c1,15134,Volkswagen Polo Petrol Comfortline 1.2L
Ahmedabad,2299.44,2009,35000,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,8450,Maruti Alto LXi
