Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Mileage(km/L),Engine(CC),Power(bhp),Brand,Country,Continent,Price_Cat,City_population
Delhi,68983.2,2012,56000,Diesel,Automatic,First,5.0,11.8,2967.0,246.7,Audi,Germany,Europe,c5,32066
Pune,4445.58,2012,44000,Petrol,Manual,Second,5.0,19.81,1086.0,68.05,Hyundai,Korea,Asia,c1,6987
Mumbai,13643.34,2017,10500,Petrol,Automatic,First,5.0,14.3,1598.0,103.52,Skoda,Germany,Europe,c3,20961
Hyderabad,39856.96,2017,26000,Petrol,Automatic,First,5.0,14.67,1798.0,177.46,Skoda,Germany,Europe,c5,10534
Coimbatore,12600.93,2018,25166,Petrol,Manual,First,5.0,17.19,1197.0,81.86,Hyundai,Korea,Asia,c3,2935
Kolkata,5365.36,2014,64000,Diesel,Manual,Second,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c1,15134
Chennai,1916.2,2004,61000,Petrol,Manual,Second,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,11503
Hyderabad,5671.95,2013,107000,Diesel,Manual,First,5.0,21.03,1461.0,65.0,Mahindra,India,Asia,c2,10534
Coimbatore,60413.95,2018,29161,Diesel,Automatic,First,5.0,19.27,2143.0,167.62,Mercedes-Benz,Germany,Europe,c5,2935
Kolkata,4062.34,2013,32000,Petrol,Manual,First,5.0,22.5,998.0,67.04,Maruti,India,Asia,c1,15134
Coimbatore,13674.0,2015,46173,Diesel,Manual,Second,5.0,19.01,1461.0,108.5,Nissan,Japan,Asia,c3,2935
Delhi,6285.14,2013,47000,Diesel,Manual,First,5.0,17.8,1248.0,74.0,Maruti,India,Asia,c2,32066
Kochi,54680.68,2017,26327,Petrol,Automatic,First,4.0,16.82,1998.0,189.08,Mini,Germany,Europe,c5,3301
Bangalore,5518.66,2015,70436,Diesel,Manual,First,5.0,25.5,1498.0,99.0,Ford,USA,America,c2,13193
Jaipur,1303.02,2007,200000,Diesel,Manual,Second,5.0,17.2,1396.0,53.5,Tata,India,Asia,c1,4107
Kochi,5089.43,2016,60813,Petrol,Manual,Second,5.0,18.6,1199.0,76.8,Chevrolet,USA,America,c1,3301
Mumbai,5518.66,2012,45000,Diesel,Manual,First,5.0,22.07,1199.0,73.9,Volkswagen,Germany,Europe,c2,20961
Hyderabad,10424.13,2016,64000,Diesel,Manual,First,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c3,10534
Kolkata,3832.4,2012,41284,Diesel,Manual,First,5.0,20.0,1399.0,68.05,Ford,USA,America,c1,15134
Kochi,30107.33,2019,14165,Diesel,Automatic,First,7.0,11.36,2755.0,171.5,Toyota,Japan,Asia,c4,3301
Mumbai,10730.72,2011,67000,Diesel,Automatic,Second,7.0,11.72,2199.0,194.3,Hyundai,Korea,Asia,c3,20961
Kolkata,5932.56,2011,32572,Petrol,Manual,First,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c2,15134
Kochi,9611.66,2018,14960,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c3,3301
Kochi,27777.24,2015,55980,Diesel,Automatic,First,5.0,19.27,2143.0,167.62,Mercedes-Benz,Germany,Europe,c4,3301
Mumbai,4062.34,2013,74000,Diesel,Manual,First,5.0,25.44,936.0,57.6,Chevrolet,USA,America,c1,20961
Kochi,11037.31,2015,56847,Diesel,Manual,First,5.0,22.54,1396.0,88.73,Hyundai,Korea,Asia,c3,3301
Coimbatore,21921.33,2015,121374,Diesel,Manual,First,7.0,12.99,2494.0,100.6,Toyota,Japan,Asia,c4,2935
Chennai,10577.42,2013,52000,Diesel,Manual,First,7.0,20.77,1248.0,88.76,Maruti,India,Asia,c3,11503
Mumbai,16479.32,2014,118000,Diesel,Manual,First,7.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c4,20961
Mumbai,1456.31,2007,72000,Petrol,Manual,Third,5.0,17.0,1086.0,63.0,Hyundai,Korea,Asia,c1,20961
Kochi,12401.65,2016,33915,Petrol,Manual,First,5.0,17.8,1497.0,117.3,Honda,Japan,Asia,c3,3301
Ahmedabad,28359.76,2014,82002,Diesel,Automatic,First,5.0,17.05,1995.0,184.0,BMW,Germany,Europe,c4,8450
Mumbai,7281.56,2017,33000,Diesel,Manual,First,5.0,24.0,1120.0,70.0,Hyundai,Korea,Asia,c2,20961
Chennai,12953.51,2016,34000,Diesel,Manual,First,5.0,28.09,1248.0,88.5,Maruti,India,Asia,c3,11503
Kolkata,5365.36,2012,55000,Diesel,Manual,First,5.0,20.5,1598.0,103.6,Skoda,Germany,Europe,c1,15134
Kochi,2759.33,2006,160538,Diesel,Manual,First,5.0,13.1,1493.0,82.0,Hyundai,Korea,Asia,c1,3301
Jaipur,5671.95,2014,60000,Diesel,Manual,Second,5.0,19.91,1498.0,103.6,Volkswagen,Germany,Europe,c2,4107
Coimbatore,10991.32,2017,49575,Petrol,Manual,First,5.0,18.7,1199.0,88.7,Honda,Japan,Asia,c3,2935
Jaipur,2682.68,2010,83000,Petrol,Manual,First,5.0,19.81,1086.0,68.05,Hyundai,Korea,Asia,c1,4107
Kochi,33709.79,2018,51346,Diesel,Automatic,First,5.0,16.38,1995.0,183.0,Hyundai,Korea,Asia,c5,3301
Pune,28589.7,2017,43000,Diesel,Manual,First,7.0,13.68,2393.0,147.8,Toyota,Japan,Asia,c4,6987
Jaipur,2835.98,2011,35000,Petrol,Manual,Third,5.0,19.7,796.0,35.0,Maruti,India,Asia,c1,4107
Coimbatore,9121.11,2017,27872,Petrol,Manual,Second,5.0,20.4,1197.0,81.8,Maruti,India,Asia,c3,2935
Mumbai,5748.6,2014,16514,Petrol,Manual,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,20961
Pune,5748.6,2012,120000,Diesel,Manual,First,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c2,6987
Hyderabad,3985.7,2008,143275,Diesel,Manual,First,5.0,22.0,1582.0,126.2,Hyundai,Korea,Asia,c1,10534
Hyderabad,2682.68,2006,99000,Petrol,Manual,First,5.0,12.8,1086.0,63.0,Hyundai,Korea,Asia,c1,10534
Mumbai,4292.29,2010,52000,Petrol,Manual,First,5.0,17.0,1197.0,80.0,Hyundai,Korea,Asia,c1,20961
Coimbatore,93955.12,2017,29819,Diesel,Automatic,First,5.0,11.57,2987.0,254.79,Mercedes-Benz,Germany,Europe,c5,2935
Bangalore,27593.28,2014,57000,Diesel,Manual,Second,5.0,15.8,2148.0,170.0,Mercedes-Benz,Germany,Europe,c4,13193
Hyderabad,6668.38,2014,88500,Diesel,Manual,First,5.0,23.2,1248.0,73.94,Maruti,India,Asia,c2,10534
Bangalore,21078.2,2016,28000,Diesel,Manual,First,5.0,19.67,1582.0,126.2,Hyundai,Korea,Asia,c4,13193
Pune,3065.92,2010,67000,Petrol,Manual,First,5.0,19.0,998.0,66.1,Maruti,India,Asia,c1,6987
Delhi,15329.6,2016,26000,Diesel,Manual,First,5.0,19.64,1461.0,108.45,Renault,France,Europe,c3,32066
Delhi,2529.38,2010,120000,Diesel,Manual,First,5.0,17.8,1248.0,76.0,Fiat,Italy,Europe,c1,32066
Coimbatore,70163.58,2017,51982,Diesel,Automatic,First,5.0,16.55,2993.0,258.0,BMW,Germany,Europe,c5,2935
Bangalore,4982.12,2010,36000,Petrol,Manual,Second,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,13193
Pune,19621.89,2016,47000,Diesel,Manual,First,7.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c4,6987
Mumbai,843.13,2002,60000,Petrol,Manual,Third,5.0,17.3,993.0,60.0,Maruti,India,Asia,c1,20961
Hyderabad,10960.66,2018,31025,Diesel,Manual,First,5.0,28.4,1248.0,74.0,Maruti,India,Asia,c3,10534
Pune,10730.72,2013,105000,Diesel,Manual,Second,8.0,12.05,2179.0,120.0,Mahindra,India,Asia,c3,6987
Pune,5748.6,2017,121900,Diesel,Manual,First,5.0,22.95,1248.0,74.0,Tata,India,Asia,c2,6987
Mumbai,13030.16,2017,22695,Petrol,Manual,First,5.0,18.88,999.0,123.24,Ford,USA,America,c3,20961
Jaipur,6668.38,2012,73000,Diesel,Manual,First,5.0,23.4,1248.0,74.0,Maruti,India,Asia,c2,4107
Kochi,4997.45,2016,32227,Petrol,Manual,First,5.0,22.74,796.0,47.3,Maruti,India,Asia,c1,3301
Jaipur,6453.76,2011,55000,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c2,4107
Kochi,107859.07,2018,11287,Diesel,Automatic,First,7.0,12.07,2967.0,241.4,Audi,Germany,Europe,c5,3301
Mumbai,4522.23,2009,48000,Diesel,Automatic,Second,5.0,17.0,1896.0,105.0,Skoda,Germany,Europe,c1,20961
Kochi,6561.07,2012,54308,Petrol,Manual,First,5.0,17.1,1591.0,121.3,Hyundai,Korea,Asia,c2,3301
Jaipur,5472.67,2009,78442,Petrol,Automatic,First,5.0,16.8,1497.0,118.0,Honda,Japan,Asia,c2,4107
Kolkata,4767.51,2013,46000,Diesel,Manual,First,5.0,21.9,1396.0,88.8,Hyundai,Korea,Asia,c1,15134
Coimbatore,9136.44,2014,45051,Petrol,Automatic,First,5.0,15.0,1396.0,98.6,Hyundai,Korea,Asia,c3,2935
Hyderabad,7204.91,2011,69000,Diesel,Manual,First,5.0,20.54,1598.0,103.6,Volkswagen,Germany,Europe,c2,10534
Ahmedabad,10577.42,2014,49000,Petrol,Manual,First,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c3,8450
Pune,8048.04,2018,45000,Diesel,Manual,First,5.0,22.95,1248.0,74.0,Tata,India,Asia,c2,6987
Pune,42922.88,2015,64000,Diesel,Automatic,First,5.0,18.48,1995.0,177.0,BMW,Germany,Europe,c5,6987
Delhi,2069.5,2009,60000,Petrol,Manual,First,5.0,18.9,1061.0,67.0,Maruti,India,Asia,c1,32066
Delhi,7434.86,2015,62178,Petrol,Manual,First,5.0,18.2,1199.0,88.7,Honda,Japan,Asia,c2,32066
Coimbatore,10270.83,2012,58006,Diesel,Manual,First,5.0,15.0,1896.0,105.0,Volkswagen,Germany,Europe,c3,2935
Hyderabad,4752.18,2010,74000,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,10534
Kochi,28574.37,2015,77771,Diesel,Automatic,First,5.0,19.27,2143.0,170.0,Mercedes-Benz,Germany,Europe,c4,3301
Pune,4292.29,2012,45275,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,6987
Chennai,31042.44,2016,48000,Diesel,Manual,First,7.0,13.68,2393.0,147.8,Toyota,Japan,Asia,c4,11503
Kochi,41052.67,2015,31652,Diesel,Automatic,First,5.0,17.68,1968.0,174.33,Audi,Germany,Europe,c5,3301
Hyderabad,12662.25,2010,109000,Diesel,Manual,Second,7.0,12.99,2494.0,100.6,Toyota,Japan,Asia,c3,10534
Mumbai,5963.21,2015,31978,Petrol,Manual,First,5.0,16.47,1198.0,73.9,Volkswagen,Germany,Europe,c2,20961
Hyderabad,3219.22,2011,70000,Petrol,Manual,First,5.0,20.92,998.0,67.1,Maruti,India,Asia,c1,10534
Mumbai,19453.26,2017,15000,Petrol,Automatic,First,5.0,18.0,1497.0,117.3,Honda,Japan,Asia,c4,20961
Coimbatore,3955.04,2013,59138,Diesel,Manual,First,5.0,17.0,1405.0,70.0,Tata,India,Asia,c1,2935
Kochi,31839.58,2014,61726,Diesel,Automatic,First,5.0,17.68,1968.0,174.33,Audi,Germany,Europe,c5,3301
Delhi,31057.77,2015,48000,Diesel,Automatic,First,5.0,17.9,2143.0,136.0,Mercedes-Benz,Germany,Europe,c4,32066
Chennai,2299.44,2006,58000,Petrol,Manual,Second,5.0,12.8,1086.0,63.0,Hyundai,Korea,Asia,c1,11503
Kolkata,3832.4,2011,60020,Diesel,Manual,First,5.0,17.8,1248.0,74.0,Maruti,India,Asia,c1,15134
Hyderabad,6515.08,2014,77815,Petrol,Automatic,First,5.0,23.1,998.0,67.04,Maruti,India,Asia,c2,10534
Hyderabad,87378.72,2017,29000,Diesel,Automatic,First,5.0,17.9,2143.0,201.15,Mercedes-Benz,Germany,Europe,c5,10534
Delhi,67450.24,2017,44000,Diesel,Automatic,First,5.0,12.7,2179.0,187.7,Land-Rover,India,Asia,c5,32066
Hyderabad,5595.3,2011,108626,Diesel,Manual,First,5.0,20.54,1598.0,103.6,Volkswagen,Germany,Europe,c2,10534
Hyderabad,3142.57,2012,71791,Petrol,Manual,First,5.0,14.0,796.0,35.0,Maruti,India,Asia,c1,10534
Kochi,4798.16,2012,91931,Petrol,Manual,First,5.0,18.5,1198.0,86.8,Honda,Japan,Asia,c1,3301
Hyderabad,2299.44,2000,158000,Diesel,Manual,Second,7.0,14.07,2956.0,83.1,Tata,India,Asia,c1,10534
Pune,4368.94,2012,91183,Diesel,Manual,First,5.0,18.0,1248.0,75.0,Tata,India,Asia,c1,6987
Delhi,4062.34,2012,65000,Petrol,Manual,First,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,32066
Hyderabad,16249.38,2015,88428,Diesel,Manual,First,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c4,10534
Pune,1916.2,2008,138000,Diesel,Manual,Second,5.0,17.1,1396.0,70.0,Tata,India,Asia,c1,6987
Mumbai,12646.92,2018,18000,Petrol,Manual,First,7.0,16.02,1373.0,93.7,Maruti,India,Asia,c3,20961
Mumbai,6821.67,2011,60000,Petrol,Automatic,First,5.0,11.7,2354.0,177.6,Honda,Japan,Asia,c2,20961
Kolkata,5671.95,2012,48000,Diesel,Manual,First,5.0,19.3,1248.0,73.9,Maruti,India,Asia,c2,15134
Hyderabad,4292.29,2009,160000,Diesel,Manual,First,5.0,17.8,1399.0,68.0,Ford,USA,America,c1,10534
Kolkata,2759.33,2008,40000,Petrol,Manual,First,5.0,17.7,1497.0,78.0,Honda,Japan,Asia,c1,15134
Kochi,33648.47,2014,51495,Diesel,Automatic,First,5.0,17.68,1968.0,174.33,Audi,Germany,Europe,c5,3301
Mumbai,75115.04,2011,30000,Diesel,Automatic,First,4.0,9.52,2993.0,313.0,BMW,Germany,Europe,c5,20961
Coimbatore,96070.6,2017,97430,Diesel,Automatic,First,7.0,14.75,2967.0,245.0,Audi,Germany,Europe,c5,2935
Pune,2146.14,2008,42496,CNG,Manual,First,5.0,26.3,998.0,67.1,Maruti,India,Asia,c1,6987
Pune,8431.28,2012,83000,Diesel,Manual,First,5.0,23.0,1396.0,90.0,Hyundai,Korea,Asia,c2,6987
Bangalore,4522.23,2009,37000,Petrol,Automatic,Third,5.0,16.95,1197.0,78.9,Hyundai,Korea,Asia,c1,13193
Kochi,10516.11,2016,28503,Petrol,Automatic,First,5.0,19.0,1199.0,88.7,Honda,Japan,Asia,c3,3301
Hyderabad,9427.7,2015,76496,Diesel,Manual,First,5.0,25.2,1248.0,74.0,Maruti,India,Asia,c3,10534
Pune,5058.77,2011,79152,Petrol,Manual,Second,5.0,18.5,1197.0,82.85,Hyundai,Korea,Asia,c1,6987
Kolkata,3909.05,2011,32000,Petrol,Manual,First,5.0,16.47,1198.0,73.9,Volkswagen,Germany,Europe,c1,15134
Ahmedabad,2299.44,2009,35000,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,8450
Chennai,3832.4,2004,105000,Petrol,Automatic,Second,5.0,11.3,1794.0,125.0,Toyota,Japan,Asia,c1,11503
Chennai,2146.14,2006,56000,Petrol,Manual,Second,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,11503
Pune,5212.06,2012,73000,Diesel,Manual,First,5.0,21.12,1248.0,88.8,Tata,India,Asia,c1,6987
Pune,3449.16,2012,38000,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,6987
Kolkata,11497.2,2013,775000,Diesel,Automatic,First,5.0,19.3,1968.0,141.0,Skoda,Germany,Europe,c3,15134
Kolkata,4292.29,2008,80000,Petrol,Automatic,First,5.0,11.3,1794.0,125.0,Toyota,Japan,Asia,c1,15134
Coimbatore,11742.47,2016,24973,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c3,2935
Chennai,10960.66,2016,45000,Diesel,Manual,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c3,11503
Delhi,5365.36,2010,87430,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c1,32066
Hyderabad,5365.36,2014,133944,Diesel,Manual,Second,5.0,18.0,1248.0,75.0,Tata,India,Asia,c1,10534
Kolkata,5288.71,2013,57000,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c1,15134
Coimbatore,5442.01,2016,27904,Petrol,Manual,First,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c2,2935
Kochi,39841.63,2015,30717,Diesel,Automatic,Second,5.0,21.76,1995.0,190.0,BMW,Germany,Europe,c5,3301
Bangalore,8048.04,2012,80000,Diesel,Manual,First,5.0,22.32,1582.0,126.32,Hyundai,Korea,Asia,c2,13193
Ahmedabad,4445.58,2013,47304,Diesel,Manual,First,5.0,21.02,1248.0,88.8,Tata,India,Asia,c1,8450
Jaipur,3142.57,2005,100000,Petrol,Automatic,First,5.0,14.45,1984.0,227.0,Skoda,Germany,Europe,c1,4107
Pune,5748.6,2017,30000,Petrol,Manual,First,5.0,24.07,998.0,67.1,Maruti,India,Asia,c2,6987
Mumbai,10347.48,2014,68000,Diesel,Manual,First,5.0,22.7,1498.0,89.84,Ford,USA,America,c3,20961
Kolkata,1456.31,2011,21000,Petrol,Manual,Second,5.0,18.0,995.0,62.0,Chevrolet,USA,America,c1,15134
Hyderabad,79713.92,2017,21000,Diesel,Automatic,First,5.0,19.33,1999.0,177.0,Jaguar,UK,Europe,c5,10534
Jaipur,5993.87,2007,119000,Petrol,Manual,Third,5.0,13.1,1997.0,141.1,Honda,Japan,Asia,c2,4107
Kochi,41849.81,2019,13747,Petrol,Automatic,First,5.0,14.67,1798.0,177.46,Skoda,Germany,Europe,c5,3301
Chennai,4138.99,2009,620000,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,11503
Delhi,5365.36,2013,70000,Diesel,Manual,First,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c1,32066
Mumbai,9504.35,2016,18000,Petrol,Automatic,First,5.0,18.5,1197.0,83.14,Maruti,India,Asia,c3,20961
Chennai,4215.64,2011,83000,Diesel,Manual,First,5.0,23.08,1461.0,63.1,Nissan,Japan,Asia,c1,11503
Mumbai,4982.12,2015,130000,Diesel,Manual,First,5.0,23.4,1248.0,74.0,Maruti,India,Asia,c1,20961
Pune,4982.12,2012,63400,Diesel,Manual,First,5.0,17.8,1399.0,67.0,Ford,USA,America,c1,6987
Kolkata,996.42,2003,65000,Petrol,Manual,First,5.0,17.3,993.0,60.0,Maruti,India,Asia,c1,15134
Pune,53653.6,2017,8350,Petrol,Manual,First,5.0,13.8,1998.0,192.0,Mini,Germany,Europe,c5,6987
Kolkata,4982.12,2014,45000,Diesel,Manual,First,5.0,23.59,1364.0,67.0,Toyota,Japan,Asia,c1,15134
Kolkata,4445.58,2018,26200,Petrol,Manual,First,5.0,24.7,796.0,47.3,Maruti,India,Asia,c1,15134
Bangalore,4445.58,2011,11000,Petrol,Manual,Third,5.0,18.9,796.0,47.0,Maruti,India,Asia,c1,13193
Bangalore,27210.04,2009,90000,Diesel,Automatic,Second,5.0,11.0,2993.0,235.0,BMW,Germany,Europe,c4,13193
Mumbai,12646.92,2015,74000,Petrol,Automatic,Second,5.0,11.07,2496.0,179.5,Nissan,Japan,Asia,c3,20961
Coimbatore,8845.18,2015,37081,Petrol,Automatic,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c3,2935
Hyderabad,14547.79,2017,39000,Diesel,Manual,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c3,10534
Mumbai,19851.83,2008,99000,Diesel,Automatic,Third,7.0,12.07,2967.0,241.4,Audi,Germany,Europe,c4,20961
Chennai,30659.2,2015,38000,Diesel,Automatic,First,5.0,17.9,2143.0,136.0,Mercedes-Benz,Germany,Europe,c4,11503
Chennai,1532.96,2007,72000,Petrol,Manual,Third,4.0,16.1,796.0,37.0,Maruti,India,Asia,c1,11503
Chennai,10884.02,2015,93000,Diesel,Manual,Second,5.0,20.45,1461.0,83.8,Renault,France,Europe,c3,11503
Mumbai,25293.84,2017,5900,Diesel,Manual,First,5.0,21.43,1364.0,87.2,Toyota,Japan,Asia,c4,20961
Chennai,39856.96,2014,25000,Diesel,Manual,First,5.0,15.8,2148.0,170.0,Mercedes-Benz,Germany,Europe,c5,11503
Hyderabad,4905.47,2010,68000,Diesel,Manual,Second,5.0,21.1,1248.0,73.9,Maruti,India,Asia,c1,10534
Kochi,14532.46,2017,35676,Petrol,Automatic,First,7.0,16.0,1497.0,117.3,Honda,Japan,Asia,c3,3301
Kochi,6131.84,2015,74310,Diesel,Manual,First,5.0,24.4,1120.0,71.0,Hyundai,Korea,Asia,c2,3301
Jaipur,40623.44,2014,59364,Diesel,Automatic,First,5.0,14.21,2143.0,203.0,Mercedes-Benz,Germany,Europe,c5,4107
Kochi,18042.94,2014,41380,Petrol,Automatic,Second,5.0,14.8,1595.0,120.7,Mercedes-Benz,Germany,Europe,c4,3301
Bangalore,56719.52,2017,33900,Diesel,Automatic,First,5.0,15.0,2143.0,204.0,Mercedes-Benz,Germany,Europe,c5,13193
Mumbai,13413.4,2016,28000,Petrol,Manual,First,5.0,17.8,1497.0,117.3,Honda,Japan,Asia,c3,20961
Hyderabad,2989.27,2007,50958,Petrol,Manual,First,5.0,17.0,1086.0,62.1,Hyundai,Korea,Asia,c1,10534
Chennai,5748.6,2011,93982,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c2,11503
Pune,3832.4,2010,95000,Petrol,Manual,First,5.0,16.2,1599.0,103.2,Hyundai,Korea,Asia,c1,6987
Mumbai,52887.12,2017,9000,Petrol,Automatic,First,5.0,13.5,1999.0,246.74,Jaguar,UK,Europe,c5,20961
Delhi,7128.26,2015,52516,Petrol,Manual,First,5.0,18.0,1198.0,86.7,Honda,Japan,Asia,c2,32066
Bangalore,49054.72,2015,20000,Petrol,Automatic,First,4.0,18.86,1598.0,122.0,Mini,Germany,Europe,c5,13193
Coimbatore,96285.22,2017,56451,Diesel,Automatic,First,5.0,13.5,2987.0,282.0,Mercedes-Benz,Germany,Europe,c5,2935
Chennai,4982.12,2014,37000,Petrol,Manual,First,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c1,11503
Kolkata,4752.18,2014,17400,Petrol,Manual,First,5.0,20.51,998.0,67.04,Maruti,India,Asia,c1,15134
Coimbatore,5993.87,2011,90207,Diesel,Manual,First,5.0,21.1,1248.0,73.9,Maruti,India,Asia,c2,2935
Chennai,16862.56,2011,89616,Diesel,Automatic,First,5.0,16.07,1995.0,181.0,BMW,Germany,Europe,c4,11503
Pune,5365.36,2014,85000,Diesel,Manual,First,5.0,13.49,2179.0,138.03,Tata,India,Asia,c1,6987
Chennai,25293.84,2014,79271,Diesel,Automatic,First,5.0,20.38,1968.0,143.0,Audi,Germany,Europe,c4,11503
Hyderabad,45988.8,2012,56000,Diesel,Automatic,First,5.0,12.7,2179.0,187.7,Land-Rover,India,Asia,c5,10534
Pune,42922.88,2010,85001,Diesel,Automatic,Second,7.0,12.0,2987.0,224.0,Mercedes-Benz,Germany,Europe,c5,6987
Hyderabad,42922.88,2018,12000,Diesel,Automatic,First,7.0,13.5,2477.0,175.56,Mitsubishi,Japan,Asia,c5,10534
Jaipur,1410.32,2010,125000,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,4107
Pune,4215.64,2013,53000,Petrol,Manual,First,5.0,14.0,1061.0,64.0,Maruti,India,Asia,c1,6987
Coimbatore,82519.24,2017,34990,Diesel,Automatic,First,5.0,12.7,2179.0,187.7,Land-Rover,India,Asia,c5,2935
Pune,7588.15,2011,49768,Petrol,Manual,Second,5.0,17.01,1591.0,121.3,Hyundai,Korea,Asia,c2,6987
Hyderabad,51354.16,2013,56000,Diesel,Automatic,First,5.0,16.73,2993.0,218.0,BMW,Germany,Europe,c5,10534
Bangalore,42846.23,2013,75000,Diesel,Automatic,First,5.0,14.74,2993.0,270.9,Jaguar,UK,Europe,c5,13193
Hyderabad,11113.96,2010,57000,Petrol,Automatic,First,5.0,13.7,1798.0,157.75,Skoda,Germany,Europe,c3,10534
Kochi,39412.4,2017,37542,Diesel,Automatic,First,5.0,15.73,1968.0,174.33,Audi,Germany,Europe,c5,3301
Coimbatore,45482.92,2014,95649,Diesel,Automatic,First,5.0,12.7,2179.0,187.7,Land-Rover,India,Asia,c5,2935
Jaipur,29126.24,2013,35299,Diesel,Automatic,First,5.0,14.84,2143.0,170.0,Mercedes-Benz,Germany,Europe,c4,4107
Kochi,20005.13,2017,28464,Diesel,Manual,First,7.0,15.4,2179.0,120.0,Mahindra,India,Asia,c4,3301
Mumbai,39090.48,2015,41000,Diesel,Automatic,First,5.0,21.76,1995.0,190.0,BMW,Germany,Europe,c5,20961
Pune,13030.16,2017,9000,Petrol,Manual,First,7.0,15.4,1497.0,117.3,Honda,Japan,Asia,c3,6987
Chennai,11113.96,2010,92098,Diesel,Automatic,Second,5.0,16.0,2400.0,215.0,Volvo,Sweden,Europe,c3,11503
Pune,1226.37,2005,5834,Petrol,Manual,First,5.0,13.2,1495.0,94.0,Hyundai,Korea,Asia,c1,6987
Jaipur,10577.42,2017,40250,Petrol,Manual,First,5.0,17.19,1197.0,81.86,Hyundai,Korea,Asia,c3,4107
Coimbatore,108824.83,2018,22397,Petrol,Automatic,First,5.0,11.5,2996.0,367.0,Mercedes-Benz,Germany,Europe,c5,2935
Kolkata,3449.16,2015,20800,Petrol,Manual,Second,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c1,15134
Kochi,8431.28,2018,40322,Petrol,Manual,First,5.0,18.9,1197.0,81.86,Hyundai,Korea,Asia,c2,3301
Mumbai,6668.38,2013,52576,Petrol,Manual,First,5.0,13.0,1493.0,100.0,Honda,Japan,Asia,c2,20961
Kolkata,3449.16,2010,55000,Petrol,Manual,First,5.0,16.47,1198.0,73.9,Volkswagen,Germany,Europe,c1,15134
Mumbai,37557.52,2016,47000,Petrol,Automatic,First,5.0,15.26,1798.0,187.74,Audi,Germany,Europe,c5,20961
Hyderabad,8354.63,2010,42021,Diesel,Manual,First,5.0,15.5,1968.0,105.0,Volkswagen,Germany,Europe,c2,10534
Coimbatore,18441.51,2017,23163,Petrol,Manual,First,5.0,15.29,1591.0,121.3,Hyundai,Korea,Asia,c4,2935
Mumbai,13030.16,2011,50000,Petrol,Automatic,Second,5.0,11.74,1796.0,186.0,Mercedes-Benz,Germany,Europe,c3,20961
Mumbai,43689.36,2014,11900,Petrol,Automatic,First,4.0,16.82,1998.0,189.08,Mini,Germany,Europe,c5,20961
Pune,1839.55,2006,108000,Petrol,Manual,Second,5.0,17.0,1086.0,63.0,Hyundai,Korea,Asia,c1,6987
Bangalore,8814.52,2013,37000,Diesel,Manual,First,5.0,23.59,1364.0,67.04,Toyota,Japan,Asia,c2,13193
Delhi,4905.47,2014,30000,Petrol,Manual,Second,5.0,19.4,1198.0,86.8,Honda,Japan,Asia,c1,32066
Coimbatore,15160.97,2018,12831,Petrol,Automatic,First,5.0,21.4,1197.0,83.1,Maruti,India,Asia,c3,2935
Coimbatore,10086.88,2012,143017,Diesel,Automatic,First,5.0,20.0,1968.0,138.1,Skoda,Germany,Europe,c3,2935
